n p i v c erreur statut etat temps_creation temps gap obj obj_upper obj_lower
10 3 3 2 0 ras True True 0.0184 0.067 0.0 116.87 116.87 116.87
10 3 3 2 1 ras True True 0.0346 0.702 0.0 131.21 131.21 131.21
10 3 3 3 0 ras True True 0.01732 0.063 0.0 116.87 116.87 116.87
10 3 3 3 1 ras True True 0.04315 0.541 0.0 131.21 131.21 131.21
10 3 4 1 0 ras True True 0.01492 0.199 0.0 112.92 112.92 112.92
10 3 4 1 1 ras True True 0.00414 0.167 0.62 124.02 124.02 123.247
10 3 4 2 0 ras True True 0.01979 0.057 0.0 112.92 112.92 112.92
10 3 4 2 1 ras True True 0.03253 0.834 0.8 124.02 124.02 123.034
10 3 4 3 0 ras True True 0.01862 0.066 0.0 112.92 112.92 112.92
10 3 4 3 1 ras True True 0.04409 0.216 0.0 124.02 124.02 124.02
10 3 5 1 0 ras True True 0.01617 0.206 0.64 135.72 135.72 134.857
10 3 5 1 1 ras True True 0.00456 0.32 0.0 161.11 161.11 161.11
10 3 5 2 0 ras True True 0.01959 0.1 0.0 135.72 135.72 135.72
10 3 5 2 1 ras True True 0.03527 0.468 0.0 161.11 161.11 161.11
10 3 5 3 0 ras True True 0.02617 0.06 0.0 135.72 135.72 135.72
10 3 5 3 1 ras True True 0.04288 0.52 0.0 161.11 161.11 161.11
